timedate_PDT_PST,ubar,vbar,Vmag,PC1,,used?,,
2023-06-02 04:00:00 PDT,-0.026587781,0.025412166,0.036778911,0.016523533,,,,
2023-06-02 05:00:00 PDT,-0.015970472,0.008434318,0.018060833,-0.001915402,,,,
2023-06-02 06:00:00 PDT,0.006806388,-0.0024267,0.00722605,-0.016230245,,,,
2023-06-02 07:00:00 PDT,0.030181851,0.001201983,0.030205776,-0.016330794,,,,
2023-06-02 08:00:00 PDT,0.052600604,-0.010613304,0.053660653,-0.031531545,,,,
2023-06-02 09:00:00 PDT,0.064459987,-0.017633114,0.066828262,-0.040332628,,,,
2023-06-02 10:00:00 PDT,0.04820203,-0.020016028,0.052192692,-0.04012357,,,,
2023-06-02 11:00:00 PDT,0.042861197,-0.00919621,0.043836657,-0.028597265,,,,
2023-06-02 12:00:00 PDT,0.02555719,0.030327018,0.039659778,0.013159113,,,,
2023-06-02 13:00:00 PDT,0.016933568,0.045105875,0.048179722,0.029112339,,,,
2023-06-02 14:00:00 PDT,0.009788157,0.050362784,0.051305147,0.035429646,,,,
2023-06-02 15:00:00 PDT,0.00820185,0.055620901,0.056222371,0.040872052,,,,
2023-06-02 16:00:00 PDT,0.008125547,0.044322375,0.045061042,0.029726741,,,,
2023-06-02 17:00:00 PDT,-0.00420081,0.04930672,0.049485346,0.036591388,,,,
2023-06-02 18:00:00 PDT,-0.008167758,0.019626649,0.021258354,0.007907387,,,,
2023-06-02 19:00:00 PDT,-0.001902128,-0.008201408,0.008419097,-0.02056036,,,,
2023-06-02 20:00:00 PDT,0.005984939,-0.039847597,0.040294547,-0.053054059,,,,
2023-06-02 21:00:00 PDT,0.002085398,-0.035155613,0.035217411,-0.047806155,,,,
2023-06-02 22:00:00 PDT,-0.004721659,-0.033162683,0.033497129,-0.044765362,,,,
2023-06-02 23:00:00 PDT,-0.00973267,-0.023582188,0.025511654,-0.034514872,,,,
2023-06-03 00:00:00 PDT,-0.009730903,-0.0190561,0.021396856,-0.030045622,,,,
2023-06-03 01:00:00 PDT,-0.015923584,-0.015479603,0.022207625,-0.025537875,,,,
2023-06-03 02:00:00 PDT,-0.019898267,0.001680036,0.019969065,-0.007966274,,,,
2023-06-03 03:00:00 PDT,-0.018979415,0.005228585,0.01968645,-0.004606876,,,,
2023-06-03 04:00:00 PDT,-0.017427558,-0.004394912,0.017973175,-0.014354681,,,,
2023-06-03 05:00:00 PDT,-0.019884059,-0.027277326,0.033755419,-0.036564013,,,,
2023-06-03 06:00:00 PDT,-0.011902289,-0.047083054,0.048564168,-0.057380138,,,,
2023-06-03 07:00:00 PDT,0.00987699,-0.048064016,0.049068366,-0.061781176,,,,
2023-06-03 08:00:00 PDT,0.032494817,-0.039609108,0.051232749,-0.056996409,,,,
2023-06-03 09:00:00 PDT,0.049633831,-0.030228086,0.058114149,-0.050433661,,,,
2023-06-03 10:00:00 PDT,0.052542575,-0.023997216,0.057763211,-0.044739062,,,,
2023-06-03 11:00:00 PDT,0.039168496,-0.013745531,0.041510368,-0.03250778,,,,
2023-06-03 12:00:00 PDT,0.023961186,0.010861664,0.026308063,-0.00581147,,,,
2023-06-03 13:00:00 PDT,0.014714029,0.044970244,0.047316229,0.029328194,,,,
2023-06-03 14:00:00 PDT,0.007183322,0.046206266,0.046761299,0.031735582,,,,
2023-06-03 15:00:00 PDT,-0.000193881,0.054642025,0.054642369,0.041228544,,,,
2023-06-03 16:00:00 PDT,-0.004194345,0.057578295,0.057730864,0.04475858,,,,
2023-06-03 17:00:00 PDT,-0.01150276,0.047761265,0.049126896,0.036216006,,,,
2023-06-03 18:00:00 PDT,-0.017840913,0.043469392,0.046988149,0.032976635,,,,
2023-06-03 19:00:00 PDT,-0.017128794,0.014283653,0.022302877,0.004043385,,,,
2023-06-03 20:00:00 PDT,-0.013663673,-0.016099621,0.021116196,-0.026506298,,,,
2023-06-03 21:00:00 PDT,-0.009223915,-0.031496525,0.03281938,-0.042410486,,,,
2023-06-03 22:00:00 PDT,-0.006682056,-0.02581029,0.026661226,-0.037195896,,,,
2023-06-03 23:00:00 PDT,-0.008964908,-0.019955479,0.021876716,-0.03105448,,,,
2023-06-04 00:00:00 PDT,-0.010781921,0.005251306,0.01199275,-0.005876334,,,,
2023-06-04 01:00:00 PDT,-0.011250701,0.012819052,0.017055977,0.001670721,,,,
2023-06-04 02:00:00 PDT,-0.011665696,0.020895559,0.02393142,0.009711702,,,,
2023-06-04 03:00:00 PDT,-0.007155289,0.025694828,0.026672502,0.013740174,,,,
2023-06-04 04:00:00 PDT,-0.005596199,0.005539709,0.007874377,-0.006408786,,,,
2023-06-04 05:00:00 PDT,0.004338742,-0.00084342,0.004419959,-0.014277858,,,,
2023-06-04 06:00:00 PDT,0.010936571,-0.021392997,0.024026421,-0.035610434,,,,
2023-06-04 07:00:00 PDT,0.021938395,-0.043453354,0.048677378,-0.059128963,,,,
2023-06-04 08:00:00 PDT,0.03104764,-0.052586433,0.061067904,-0.069583495,,,,
2023-06-04 09:00:00 PDT,0.033802137,-0.070089042,0.077814255,-0.087301483,,,,
2023-06-04 10:00:00 PDT,0.035637494,-0.058499575,0.068499863,-0.076146088,,,,
2023-06-04 11:00:00 PDT,0.027407369,-0.036904369,0.045968427,-0.053523707,,,,
2023-06-04 12:00:00 PDT,0.02502262,-0.02131029,0.032867309,-0.037748669,,,,
2023-06-04 13:00:00 PDT,0.020644825,0.010542085,0.023180689,-0.005604409,,,,
2023-06-04 14:00:00 PDT,0.012435614,0.032961056,0.035228904,0.017828147,,,,
2023-06-04 15:00:00 PDT,0.007466752,0.036544118,0.037299128,0.022149508,,,,
2023-06-04 16:00:00 PDT,0.000326911,0.049265888,0.049266972,0.035837514,,,,
2023-06-04 17:00:00 PDT,-0.006576068,0.047654711,0.0481063,0.035334355,,,,
2023-06-04 18:00:00 PDT,-0.014382927,0.039288148,0.041838107,0.028302676,,,,
2023-06-04 19:00:00 PDT,-0.021503178,0.033047225,0.039427221,0.023261867,,,,
2023-06-04 20:00:00 PDT,-0.029040523,0.000570947,0.029046135,-0.007620717,,,,
2023-06-04 21:00:00 PDT,-0.028404392,-0.029633516,0.041048201,-0.037547986,,,,
2023-06-04 22:00:00 PDT,-0.02362122,-0.038796447,0.045421651,-0.047350224,,,,
2023-06-04 23:00:00 PDT,-0.021603022,-0.046159621,0.050964705,-0.054939445,,,,
2023-06-05 00:00:00 PDT,-0.019887945,-0.040206965,0.044856776,-0.049331466,,,,
2023-06-05 01:00:00 PDT,-0.025449831,-0.023218079,0.034449573,-0.031678346,,,,
2023-06-05 02:00:00 PDT,-0.024619559,-0.011766534,0.027286883,-0.020500752,,,,
2023-06-05 03:00:00 PDT,-0.02219055,0.005200036,0.022791685,-0.004129006,,,,
2023-06-05 04:00:00 PDT,-0.021042271,0.011564684,0.024010812,0.001975143,,,,
2023-06-05 05:00:00 PDT,-0.019413576,0.000606805,0.019423057,-0.009102479,,,,
2023-06-05 06:00:00 PDT,-0.020052183,-0.016030405,0.025672241,-0.025431142,,,,
2023-06-05 07:00:00 PDT,-0.020096526,-0.032834053,0.038496044,-0.042017817,,,,
2023-06-05 08:00:00 PDT,-0.014522543,-0.045485143,0.047747277,-0.055389253,,,,
2023-06-05 09:00:00 PDT,-0.007653744,-0.053858638,0.054399749,-0.064740607,,,,
2023-06-05 10:00:00 PDT,-0.003690702,-0.056526899,0.056647256,-0.068000085,,,,
2023-06-05 11:00:00 PDT,0.000905511,-0.048339237,0.048347717,-0.060639085,,,,
2023-06-05 12:00:00 PDT,0.001502372,-0.032161348,0.032196419,-0.044757424,,,,
2023-06-05 13:00:00 PDT,-0.002614649,-0.009810254,0.010152708,-0.022036811,,,,
2023-06-05 14:00:00 PDT,-0.008533715,0.021719085,0.023335444,0.010031349,,,,
2023-06-05 15:00:00 PDT,-0.011558311,0.035192393,0.037041856,0.023812954,,,,
2023-06-05 16:00:00 PDT,-0.01592066,0.039516404,0.042602976,0.028770421,,,,
2023-06-05 17:00:00 PDT,-0.025366044,0.047932602,0.054230716,0.038570004,,,,
2023-06-05 18:00:00 PDT,-0.032504633,0.034163449,0.047156043,0.026097931,,,,
2023-06-05 19:00:00 PDT,-0.036338478,0.036532525,0.051527763,0.029041602,,,,
2023-06-05 20:00:00 PDT,-0.040071875,0.023483267,0.046445872,0.016743782,,,,
2023-06-05 21:00:00 PDT,-0.041589413,0.006234633,0.042054131,-5.01482E-05,,,,
2023-06-05 22:00:00 PDT,-0.035488822,-0.017257413,0.039462321,-0.024210059,,,,
2023-06-05 23:00:00 PDT,-0.027233291,-0.012609041,0.030010666,-0.020920816,,,,
2023-06-06 00:00:00 PDT,-0.022225255,-0.022646535,0.031730546,-0.031622126,,,,
2023-06-06 01:00:00 PDT,-0.021082338,-0.013412008,0.024986935,-0.022683117,,,,
2023-06-06 02:00:00 PDT,-0.024568951,-0.009709012,0.026417764,-0.018476917,,,,
2023-06-06 03:00:00 PDT,-0.027874995,-0.002675792,0.028003129,-0.011010567,,,,
2023-06-06 04:00:00 PDT,-0.02566215,0.011421069,0.028088908,0.002561398,,,,
2023-06-06 05:00:00 PDT,-0.022000568,0.018928302,0.029022502,0.009397766,,,,
2023-06-06 06:00:00 PDT,-0.021664368,0.005079244,0.022251822,-0.004331212,,,,
2023-06-06 07:00:00 PDT,-0.021412009,-0.006013977,0.02224055,-0.015325579,,,,
2023-06-06 08:00:00 PDT,-0.015812255,-0.028191807,0.03232345,-0.038108767,,,,
2023-06-06 09:00:00 PDT,-0.00745036,-0.042912696,0.043554647,-0.053963502,,,,
2023-06-06 10:00:00 PDT,-0.002668753,-0.056599434,0.056662318,-0.068232769,,,,
2023-06-06 11:00:00 PDT,-0.000512731,-0.057923589,0.057925858,-0.069880158,,,,
2023-06-06 12:00:00 PDT,-0.000457163,-0.044115767,0.044118136,-0.056253641,,,,
2023-06-06 13:00:00 PDT,-0.004116524,-0.031917933,0.032182297,-0.043631534,,,,
2023-06-06 14:00:00 PDT,-0.001912654,0.001614648,0.002503065,-0.010865311,,,,
2023-06-06 15:00:00 PDT,-0.00246565,0.035948664,0.036033122,0.023126805,,,,
2023-06-06 16:00:00 PDT,-0.009728611,0.061108656,0.061878217,0.049117004,,,,
2023-06-06 17:00:00 PDT,-0.015764903,0.065016672,0.066900671,0.053927481,,,,
2023-06-06 18:00:00 PDT,-0.022072827,0.063247696,0.066988661,0.053174716,,,,
2023-06-06 19:00:00 PDT,-0.023730962,0.062546454,0.066897066,0.052743553,,,,
2023-06-06 20:00:00 PDT,-0.033294171,0.050591301,0.060563864,0.042444923,,,,
2023-06-06 21:00:00 PDT,-0.042271607,0.022596261,0.047932032,0.01621453,,,,
2023-06-06 22:00:00 PDT,-0.042062283,-0.002606504,0.042142965,-0.00870628,,,,
2023-06-06 23:00:00 PDT,-0.033453122,-0.015823459,0.037006665,-0.023114843,,,,
2023-06-07 00:00:00 PDT,-0.038046405,-0.019918479,0.04294502,-0.026434806,,,,
2023-06-07 01:00:00 PDT,-0.036146805,-0.029286049,0.046521653,-0.035984685,,,,
2023-06-07 02:00:00 PDT,-0.046895687,-0.030397488,0.055885711,-0.035388251,,,,
2023-06-07 03:00:00 PDT,-0.045071084,-0.034371756,0.056681745,-0.039600406,,,,
2023-06-07 04:00:00 PDT,-0.038238112,-0.022055933,0.044143147,-0.028515337,,,,
2023-06-07 05:00:00 PDT,-0.032241624,-0.000142561,0.032241939,-0.007820827,,,,
2023-06-07 06:00:00 PDT,-0.034012903,0.019720623,0.039316415,0.012073286,,,,
2023-06-07 07:00:00 PDT,-0.040390208,0.031720415,0.051357119,0.024928164,,,,
2023-06-07 08:00:00 PDT,-0.040393088,0.027658839,0.048955213,0.020917796,,,,
2023-06-07 09:00:00 PDT,-0.039675757,0.024455398,0.046607212,0.017641338,,,,
2023-06-07 10:00:00 PDT,-0.03925379,0.013910547,0.041645688,0.007161759,,,,
2023-06-07 11:00:00 PDT,-0.037677158,0.003942613,0.037882877,-0.002930083,,,,
2023-06-07 12:00:00 PDT,-0.033206332,0.004638663,0.033528759,-0.002947317,,,,
2023-06-07 13:00:00 PDT,-0.026149489,0.022529874,0.034516532,0.013608186,,,,
2023-06-07 14:00:00 PDT,-0.020544278,0.038606349,0.04373234,0.028600403,,,,
2023-06-07 15:00:00 PDT,-0.021872416,0.071476541,0.074748235,0.061269147,,,,
2023-06-07 16:00:00 PDT,-0.033552464,0.108786829,0.113843498,0.099953924,,,,
2023-06-07 17:00:00 PDT,-0.04453408,0.106711201,0.115631158,0.099634895,,,,
2023-06-07 18:00:00 PDT,-0.046522431,0.109240077,0.118733867,0.102445526,,,,
2023-06-07 19:00:00 PDT,-0.047817413,0.099446416,0.110345342,0.092978335,,,,
2023-06-07 20:00:00 PDT,-0.047556695,0.098821573,0.109669241,0.092320212,,,,
2023-06-07 21:00:00 PDT,-0.047871277,0.084356762,0.096993415,0.078085736,,,,
2023-06-07 22:00:00 PDT,-0.048822831,0.061559957,0.078570332,0.05572377,,,,
2023-06-07 23:00:00 PDT,-0.041947786,0.030715786,0.051991117,0.024181557,,,,
2023-06-08 00:00:00 PDT,-0.032482866,0.02431073,0.040572752,0.016364905,,,,
2023-06-08 01:00:00 PDT,-0.022193711,0.024833387,0.033305524,0.015259498,,,,
2023-06-08 02:00:00 PDT,-0.017274797,0.030280152,0.034861243,0.019862995,,,,
2023-06-08 03:00:00 PDT,-0.003796191,0.045946423,0.046102981,0.033209316,,,,
2023-06-08 04:00:00 PDT,0.004524703,0.066766709,0.06691985,0.052458082,,,,
2023-06-08 05:00:00 PDT,-0.00931993,0.098115735,0.098557387,0.085597222,,,,
2023-06-08 06:00:00 PDT,-0.010747153,0.104629703,0.105180207,0.092254714,,,,
2023-06-08 07:00:00 PDT,-0.002493928,0.109405234,0.109433656,0.09566989,,,,
2023-06-08 08:00:00 PDT,-0.003880659,0.133079171,0.13313574,0.119266533,,,,
2023-06-08 09:00:00 PDT,-0.008148781,0.141881526,0.14211534,0.12863153,,,,
2023-06-08 10:00:00 PDT,-0.003542308,0.124772988,0.124823261,0.111010824,,,,
2023-06-08 11:00:00 PDT,0.005826827,0.092899568,0.093082124,0.078059165,,,,
2023-06-08 12:00:00 PDT,0.006184657,0.06290298,0.063206288,0.048381033,,,,
2023-06-08 13:00:00 PDT,0.009786348,0.043280803,0.044373421,0.028436449,,,,
2023-06-08 14:00:00 PDT,0.014314002,0.047567457,0.049674477,0.031955994,,,,
2023-06-08 15:00:00 PDT,0.012941438,0.053123385,0.054677004,0.037658804,,,,
2023-06-08 16:00:00 PDT,0.026822563,0.061101541,0.066729665,0.043349648,,,,
2023-06-08 17:00:00 PDT,0.013278883,0.076159023,0.077307991,0.0603534,,,,
2023-06-08 18:00:00 PDT,-0.001580021,0.065894656,0.065913596,0.052559009,,,,
2023-06-08 19:00:00 PDT,-0.002425715,0.057651766,0.057702774,0.044552403,,,,
2023-06-08 20:00:00 PDT,-0.001926986,0.053284943,0.053319775,0.040161552,,,,
2023-06-08 21:00:00 PDT,-0.003497273,0.052156597,0.052273718,0.039294777,,,,
2023-06-08 22:00:00 PDT,-0.009708693,0.038187217,0.039402059,0.026478861,,,,
2023-06-08 23:00:00 PDT,-0.01825417,0.022880923,0.029270315,0.012710576,,,,
2023-06-09 00:00:00 PDT,-0.016719336,0.00023734,0.01672102,-0.009891929,,,,
2023-06-09 01:00:00 PDT,-0.009713903,-0.011190608,0.014818557,-0.022281099,,,,
2023-06-09 02:00:00 PDT,0.000904125,-0.006882835,0.006941964,-0.01970052,,,,
2023-06-09 03:00:00 PDT,0.019039689,0.010261322,0.021628788,-0.0056287,,,,
2023-06-09 04:00:00 PDT,0.042181984,0.038894072,0.057376551,0.018999104,,,,
2023-06-09 05:00:00 PDT,0.054600067,0.064460926,0.084477088,0.042289421,,,,
2023-06-09 06:00:00 PDT,0.050913509,0.082815684,0.097214315,0.060995799,,,,
2023-06-09 07:00:00 PDT,0.04771018,0.057404008,0.074642357,0.03640651,,,,
2023-06-09 08:00:00 PDT,0.043685805,0.039160851,0.058668747,0.019025552,,,,
2023-06-09 09:00:00 PDT,0.041845825,0.020273535,0.046498271,0.000664234,,,,
2023-06-09 10:00:00 PDT,0.038800463,0.004049572,0.039011216,-0.014877051,,,,
2023-06-09 11:00:00 PDT,0.042204171,-0.009812482,0.043329861,-0.029102291,,,,
2023-06-09 12:00:00 PDT,0.039154503,-0.007517761,0.039869686,-0.02635563,,,,
2023-06-09 13:00:00 PDT,0.033056375,0.006212187,0.033635029,-0.011836214,,,,
2023-06-09 14:00:00 PDT,0.03172322,0.026641179,0.04142602,0.00854759,,,,
2023-06-09 15:00:00 PDT,0.035866771,0.059974253,0.069880872,0.040811113,,,,
2023-06-09 16:00:00 PDT,0.036433727,0.100448027,0.106851404,0.080689762,,,,
2023-06-09 17:00:00 PDT,0.032563366,0.114059456,0.118616745,0.094741052,,,,
2023-06-09 18:00:00 PDT,0.033104055,0.111580469,0.116387626,0.092207832,,,,
2023-06-09 19:00:00 PDT,0.032560911,0.112238966,0.116866584,0.092943698,,,,
2023-06-09 20:00:00 PDT,0.030795693,0.104341626,0.108791313,0.085423238,,,,
2023-06-09 21:00:00 PDT,0.031641267,0.103406414,0.10813906,0.084366453,,,,
2023-06-09 22:00:00 PDT,0.034081943,0.097093314,0.102901363,0.077747603,,,,
2023-06-09 23:00:00 PDT,0.03325285,0.080270581,0.086885662,0.061265755,,,,
2023-06-10 00:00:00 PDT,0.028904032,0.050251804,0.057971432,0.032307461,,,,
2023-06-10 01:00:00 PDT,0.028410338,0.020454509,0.035007631,0.002960329,,,,
2023-06-10 02:00:00 PDT,0.036178432,0.030845419,0.04754281,0.011997167,,,,
2023-06-10 03:00:00 PDT,0.04996581,0.043051764,0.065954807,0.021878138,,,,
2023-06-10 04:00:00 PDT,0.062582426,0.057872724,0.085239734,0.034525557,,,,
2023-06-10 05:00:00 PDT,0.060081437,0.05399799,0.080780951,0.03109339,,,,
2023-06-10 06:00:00 PDT,0.049463421,0.049340818,0.069865201,0.028167776,,,,
2023-06-10 07:00:00 PDT,0.03624595,0.06349954,0.073116075,0.04423259,,,,
2023-06-10 08:00:00 PDT,0.021226138,0.07986296,0.082635593,0.062758593,,,,
2023-06-10 09:00:00 PDT,0.01569169,0.073685393,0.075337681,0.057530432,,,,
2023-06-10 10:00:00 PDT,0.017719297,0.055708051,0.058458194,0.039458198,,,,
2023-06-10 11:00:00 PDT,0.020870745,0.050445344,0.054592314,0.033764599,,,,
2023-06-10 12:00:00 PDT,0.026767679,0.053967912,0.060241548,0.036313813,,,,
2023-06-10 13:00:00 PDT,0.040681951,0.053945765,0.067566017,0.034099105,,,,
2023-06-10 14:00:00 PDT,0.04714153,0.055968057,0.073176139,0.03507812,,,,
2023-06-10 15:00:00 PDT,0.048372757,0.06110727,0.077936013,0.039959074,,,,
2023-06-10 16:00:00 PDT,0.050321531,0.056506466,0.075665297,0.035108644,,,,
2023-06-10 17:00:00 PDT,0.047667384,0.059303235,0.076085828,0.038288748,,,,
2023-06-10 18:00:00 PDT,0.039043445,0.078211993,0.087415711,0.058320315,,,,
2023-06-10 19:00:00 PDT,0.030939037,0.084396459,0.089888744,0.065704723,,,,
2023-06-10 20:00:00 PDT,0.024524819,0.083016798,0.086563592,0.06535316,,,,
2023-06-10 21:00:00 PDT,0.021217456,0.076338008,0.079231761,0.059279058,,,,
2023-06-10 22:00:00 PDT,0.012696569,0.057949707,0.05932429,0.042463405,,,,
2023-06-10 23:00:00 PDT,0.002716659,0.050627872,0.050700707,0.036805863,,,,
2023-06-11 00:00:00 PDT,-0.005974912,0.030918155,0.031490187,0.018712206,,,,
2023-06-11 01:00:00 PDT,-0.007709818,0.008722007,0.011641078,-0.002933156,,,,
2023-06-11 02:00:00 PDT,-0.006489452,-0.014710964,0.016078727,-0.026265625,,,,
2023-06-11 03:00:00 PDT,-0.002337709,-0.021989217,0.022113131,-0.034107226,,,,
2023-06-11 04:00:00 PDT,-0.000755363,-0.023579892,0.023591987,-0.035927395,,,,
2023-06-11 05:00:00 PDT,0.000514941,-0.023552103,0.023557732,-0.036100148,,,,
2023-06-11 06:00:00 PDT,2.05123E-05,-0.009811614,0.009811635,-0.022453446,,,,
2023-06-11 07:00:00 PDT,-0.005606228,-0.00266989,0.006209517,-0.014514214,,,,
2023-06-11 08:00:00 PDT,-0.012918405,0.015824663,0.020428048,0.004901596,,,,
2023-06-11 09:00:00 PDT,-0.01443406,0.030510347,0.033752383,0.019642624,,,,
2023-06-11 10:00:00 PDT,-0.01283613,0.026103424,0.029088743,0.015038944,,,,
2023-06-11 11:00:00 PDT,-0.010239514,0.017611632,0.020371972,0.006244051,,,,
2023-06-11 12:00:00 PDT,-0.008276091,0.014862575,0.017011461,0.003219919,,,,
2023-06-11 13:00:00 PDT,-0.005526253,0.002190047,0.00594439,-0.009727612,,,,
2023-06-11 14:00:00 PDT,-0.000671844,-0.008522771,0.008549211,-0.021071596,,,,
2023-06-11 15:00:00 PDT,0.003683141,-0.015891699,0.016312928,-0.029034768,,,,
2023-06-11 16:00:00 PDT,0.005272651,-0.021415835,0.022055359,-0.034740373,,,,
2023-06-11 17:00:00 PDT,0.008047479,-0.013433452,0.015659487,-0.027295044,,,,
2023-06-11 18:00:00 PDT,0.007996738,0.002512712,0.008382216,-0.011540153,,,,
2023-06-11 19:00:00 PDT,0.004228548,0.015759462,0.016316901,0.002134914,,,,
2023-06-11 20:00:00 PDT,0.002133094,0.032517057,0.032586946,0.019013335,,,,
2023-06-11 21:00:00 PDT,-0.000182279,0.04618641,0.04618677,0.032876765,,,,
2023-06-11 22:00:00 PDT,-0.003945504,0.047923654,0.048085795,0.03518537,,,,
2023-06-11 23:00:00 PDT,-0.007881323,0.042556975,0.043280612,0.030506026,,,,
2023-06-12 00:00:00 PDT,-0.011351305,0.037405454,0.039089898,0.025965737,,,,
2023-06-12 01:00:00 PDT,-0.011779911,0.02570281,0.028273676,0.01447688,,,,
2023-06-12 02:00:00 PDT,-0.011958521,0.010442756,0.015876315,-0.00056433,,,,
2023-06-12 03:00:00 PDT,-0.010166709,-0.013778524,0.017123368,-0.024765315,,,,
2023-06-12 04:00:00 PDT,-0.007176142,-0.024372198,0.025406712,-0.035697909,,,,
2023-06-12 05:00:00 PDT,-0.002358915,-0.027376276,0.027477717,-0.039423624,,,,
2023-06-12 06:00:00 PDT,0.000644112,-0.02083014,0.020840096,-0.033432557,,,,
2023-06-12 07:00:00 PDT,0.001502239,-0.013314195,0.013398676,-0.026145772,,,,
2023-06-12 08:00:00 PDT,0.000850763,-0.001123459,0.00140924,-0.014004705,,,,
2023-06-12 09:00:00 PDT,-0.004093019,0.015461251,0.015993845,0.003151878,,,,
2023-06-12 10:00:00 PDT,-0.006195797,0.037072193,0.037586372,0.024824151,,,,
2023-06-12 11:00:00 PDT,-0.005462466,0.036042895,0.036454476,0.023692145,,,,
2023-06-12 12:00:00 PDT,-0.006420229,0.02950811,0.030198475,0.017389961,,,,
2023-06-12 13:00:00 PDT,-0.006020384,0.027218783,0.027876642,0.015066229,,,,
2023-06-12 14:00:00 PDT,-0.005281276,0.016138002,0.016980194,0.004007437,,,,
2023-06-12 15:00:00 PDT,-0.003028618,0.00432585,0.005280673,-0.008012117,,,,
2023-06-12 16:00:00 PDT,0.002064857,-0.004222083,0.00469996,-0.017255945,,,,
2023-06-12 17:00:00 PDT,0.007572315,-0.014537943,0.016391819,-0.028310849,,,,
2023-06-12 18:00:00 PDT,0.011905722,-0.001389384,0.011986518,-0.016009528,,,,
2023-06-12 19:00:00 PDT,0.01065235,0.009193277,0.014070853,-0.005361585,,,,
2023-06-12 20:00:00 PDT,0.006913905,0.020864829,0.021980518,0.00675328,,,,
2023-06-12 21:00:00 PDT,0.001342689,0.033557702,0.033584552,0.020165541,,,,
2023-06-12 22:00:00 PDT,-0.004483545,0.035607431,0.035888596,0.023107849,,,,
2023-06-12 23:00:00 PDT,-0.00983233,0.039369017,0.040578248,0.027665377,,,,
2023-06-13 00:00:00 PDT,-0.011353795,0.026049692,0.028416459,0.014752273,,,,
2023-06-13 01:00:00 PDT,-0.009030894,0.01069715,0.013999502,-0.000774499,,,,
2023-06-13 02:00:00 PDT,-0.007309826,-0.003985521,0.008325739,-0.015544923,,,,
